part_number,part_description,category,file_name,memory_specification,encode_status,Product_id,product_id_validation
UCS-MR-X32G2RSHM,UCS-MR-X32G2RSHM 32GB DDR4-2666-MHz RDIMM/dual rank/x4/1.2v. Micron only ,memory,c220m5-sff-specsheet.pdf,"{""capacity"": ""32GB"", ""speed"": ""2666"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24266612S1,Valid
UCS-MR-X32G2RSHS,UCS-MR-X32G2RSHS 32GB DDR4-2666-MHz RDIMM/dual rank/x4/1.2v. Samsung only,memory,c220m5-sff-specsheet.pdf,"{""capacity"": ""32GB"", ""speed"": ""2666"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24266612S1,Valid
UCS-MR-1X041RY-A,UCS-MR-1X041RY-A 4GB DDR3-1600-MHz RDIMM/PC3-12800/1R/x4/1.35v 1.35 V 1 ,memory,c22m3_sff_specsheet.pdf,"{""capacity"": ""4GB"", ""speed"": ""1600"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,4D3ER14160015S1,Valid
UCS-MR-1X082RY-A,UCS-MR-1X082RY-A 8GB DDR3-1600-MHz RDIMM/PC3-12800/2R/x4/1.35v 1.35 V 2 ,memory,c22m3_sff_specsheet.pdf,"{""capacity"": ""8GB"", ""speed"": ""1600"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,8D3ER24160015S1,Valid
UCS-MR-1X162RY-A,UCS-MR-1X162RY-A 16GB DDR3-1600-MHz RDIMM/PC3-12800/2R/x4/1.35v 1.35 V 2 ,memory,c22m3_sff_specsheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""1600"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D3ER24160015S1,Valid
UCS-MR-X64G2RT-H1,UCS-MR-X64G2RT-H1 64 GB DDR4-2933MHz RDIMM/2Rx4 (16Gb) 1.2 V 2 ,memory,c480-memory-guide.pdf,"{""capacity"": ""64GB"", ""speed"": ""2933"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,64D4ER24293312S1,Valid
UCS-MR-X32G2RT-H1,UCS-MR-X32G2RT-H1 32 GB DDR4-2933MHz RDIMM/2Rx4 (8Gb) 1.2 V 2 ,memory,c480-memory-guide.pdf,"{""capacity"": ""32GB"", ""speed"": ""2933"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24293312S1,Valid
UCS-MR-X16G1RT-H1,UCS-MR-X16G1RT-H1 16 GB DDR4-2933MHz RDIMM/1Rx4 (8Gb) 1.2 V 1 ,memory,c480-memory-guide.pdf,"{""capacity"": ""16GB"", ""speed"": ""2933"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14293312S1,Valid
UCS-MR-X64G2RW2,UCS-MR-X64G2RW2 64 GB DDR4-3200MHz RDIMM 2Rx4 (16Gb) 1.2 V 2 ,memory,c480-memory-guide.pdf,"{""capacity"": ""64GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,64D4ER24320012S1,Valid
UCS-MR-X32G2RW2,UCS-MR-X32G2RW2 32 GB DDR4-3200MHz RDIMM 2Rx4 (8Gb) 1.2 V 2 ,memory,c480-memory-guide.pdf,"{""capacity"": ""32GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24320012S1,Valid
UCS-MR-X16G1RW2,UCS-MR-X16G1RW2 16 GB DDR4-3200MHz RDIMM 1Rx4 (8Gb) 1.2 V 1 Intel® Optane™ Persistent ,memory,c480-memory-guide.pdf,"{""capacity"": ""16GB"", ""speed"": ""3200"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14320012S1,Valid
UCS-MR-X16G1RT-H,UCS-MR-X16G1RT-H 16GB DDR4-2933MHz RDIMM 1Rx4 (8Gb)/1.2v,memory,c480-memory-guide.pdf,"{""capacity"": ""16GB"", ""speed"": ""2933"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14293312S1,Valid
UCS-MR-X16G1RW,UCS-MR-X16G1RW 16GB DDR4-3200MHz RDIMM 1Rx4 (8Gb)/1.2v ,memory,c480-memory-guide.pdf,"{""capacity"": ""16GB"", ""speed"": ""3200"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14320012S1,Valid
UCS-MR-X32G2RT-H,UCS-MR-X32G2RT-H 32GB DDR4-2933MHz RDIMM 2Rx4 (8Gb)/1.2v,memory,c480-memory-guide.pdf,"{""capacity"": ""32GB"", ""speed"": ""2933"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24293312S1,Valid
UCS-MR-X32G2RW,UCS-MR-X32G2RW 32GB DDR4-3200MHz RDIMM 2Rx4 (8Gb)/1.2v ,memory,c480-memory-guide.pdf,"{""capacity"": ""32GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24320012S1,Valid
UCS-MR-X64G2RT-H,UCS-MR-X64G2RT-H 64GB DDR4-2933MHz RDIMM 2Rx4 (16Gb)/1.2v,memory,c480-memory-guide.pdf,"{""capacity"": ""64GB"", ""speed"": ""2933"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,64D4ER24293312S1,Valid
UCS-MR-X64G2RW,UCS-MR-X64G2RW 64GB DDR4-3200MHz RDIMM 2Rx4 (16Gb)/1.2v ,memory,c480-memory-guide.pdf,"{""capacity"": ""64GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,64D4ER24320012S1,Valid
UCS-MR-X64G2RW,UCS-MR-X64G2RW 164GB DDR4-3200MHz RDIMM 2Rx4 (16Gb)/1.2v ,memory,c480-memory-guide.pdf,"{""capacity"": ""164GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,164D4ER24320012S1,Valid
UCS-MR-1X041RY-A,UCS-MR-1X041RY-A 4GB DDR3-1600-MHz RDIMM/PC3-12800/1R/x4/1.35v 1.35 V 1 ,memory,c24m3_lff_specsheet.pdf,"{""capacity"": ""4GB"", ""speed"": ""1600"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,4D3ER14160015S1,Valid
UCS-MR-1X082RY-A,UCS-MR-1X082RY-A 8GB DDR3-1600-MHz RDIMM/PC3-12800/2R/x4/1.35v 1.35 V 2 ,memory,c24m3_lff_specsheet.pdf,"{""capacity"": ""8GB"", ""speed"": ""1600"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,8D3ER24160015S1,Valid
UCS-MR-1X162RY-A,UCS-MR-1X162RY-A 16GB DDR3-1600-MHz RDIMM/PC3-12800/2R/x4/1.35v 1.35 V 2 ,memory,c24m3_lff_specsheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""1600"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D3ER24160015S1,Valid
UCS-MR-1X162RY-A,UCS-MR-1X162RY-A 16 GB DDR3-1600-MHz RDIMM/PC3-12800/2R/x4/1.35v 1.5/1.35 V12 ,memory,c220m3-sff-specsheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""1600"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D3ER24160015S1,Valid
UCS-MR-1X162RZ-A,UCS-MR-1X162RZ-A 16 GB DDR3-1866-MHz RDIMM PC3-14900/2R/x4/ 1.5 V 2 ,memory,c220m3-sff-specsheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""1866"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D3ER24186615S1,Valid
UCS-MR-1X082RY-A,UCS-MR-1X082RY-A 8 GB DDR3-1600-MHz RDIMM/PC3-12800/2R/x4/1.35v 1.5/1.35 V12 ,memory,c220m3-sff-specsheet.pdf,"{""capacity"": ""8GB"", ""speed"": ""1600"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,8D3ER24160015S1,Valid
UCS-MR-1X041RX-A,UCS-MR-1X041RX-A 4 GB DDR3-1333-MHz RDIMM/PC3-10600/1R/x4/1.35V 1.35v 1 ,memory,c220m3-sff-specsheet.pdf,"{""capacity"": ""4GB"", ""speed"": ""1333"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,4D3ER14133315S1,Valid
UCS-MR-1X041RY-A,UCS-MR-1X041RY-A 4 GB DDR3-1600-MHz RDIMM/PC3-12800/1R/x4/1.35V 1.5/1.35 V 1 ,memory,c220m3-sff-specsheet.pdf,"{""capacity"": ""4GB"", ""speed"": ""1600"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,4D3ER14160015S1,Valid
UCS-MR-1X082RX-A,UCS-MR-1X082RX-A 8 GB DDR3-1333-MHz RDIMM/PC3-10600/2R/x4/1.35V 1.5/1.35 V 2 ,memory,c220m3-sff-specsheet.pdf,"{""capacity"": ""8GB"", ""speed"": ""1333"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,8D3ER24133315S1,Valid
UCS-MR-1X082RZ-A,UCS-MR-1X082RZ-A 8 GB DDR3-1866-MHz RDIMM/PC3-14900/2R/x4/1.5 1.5 V 2 ,memory,c220m3-sff-specsheet.pdf,"{""capacity"": ""8GB"", ""speed"": ""1866"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,8D3ER24186615S1,Valid
UCS-MR-X64G2RW1,UCS-MR-X64G2RW1 64 GB DDR4-3200MHz RDIMM 2Rx4 (16Gb) 1.2 V 2 ,memory,c480-m5-high-performance-specsheet.pdf,"{""capacity"": ""64GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,64D4ER24320012S1,Valid
UCS-MR-X32G2RW1,UCS-MR-X32G2RW1 32 GB DDR4-3200MHz RDIMM 2Rx4 (8Gb) 1.2 V 2 ,memory,c480-m5-high-performance-specsheet.pdf,"{""capacity"": ""32GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24320012S1,Valid
UCS-MR-X16G1RW1,UCS-MR-X16G1RW1 16 GB DDR4-3200MHz RDIMM 1Rx4 (8Gb) 1.2 V 1 Intel® Optane™ Persistent ,memory,c480-m5-high-performance-specsheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""3200"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14320012S1,Valid
UCS-MR-X64G2RW=,UCS-MR-X64G2RW= 64GB DDR4-3200MHz RDIMM 2Rx4 (16Gb) ,memory,c480-m5-high-performance-specsheet.pdf,"{""capacity"": ""64GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,64D4ER24320012S1,Valid
UCS-MR-X32G2RW=,UCS-MR-X32G2RW= 32GB DDR4-3200MHz RDIMM 2Rx4 (8Gb) ,memory,c480-m5-high-performance-specsheet.pdf,"{""capacity"": ""32GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24320012S1,Valid
UCS-MR-X16G1RW=,UCS-MR-X16G1RW= 16GB DDR4-3200MHz RDIMM 1Rx4 (8Gb) ,memory,c480-m5-high-performance-specsheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""3200"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14320012S1,Valid
UCS-MR-X16G2RS-H,UCS-MR-X16G2RS-H 16GB DDR4-2666-MHz RDIMM/PC4-21300/dual rank/x4/1.2v,memory,c480-m5-high-performance-specsheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""2666"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER24266612S1,Valid
UCS-MR-X16G1RT-H,UCS-MR-X16G1RT-H 16GB DDR4-2933MHz RDIMM 1Rx4 (8Gb)/1.2v,memory,c480-m5-high-performance-specsheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""2933"", ""ranks"": ""1"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14293312S1,Valid
UCS-MR-X32G2RT-H,UCS-MR-X32G2RT-H 32GB DDR4-2933MHz RDIMM 2Rx4 (8Gb)/1.2v,memory,c480-m5-high-performance-specsheet.pdf,"{""capacity"": ""32GB"", ""speed"": ""2933"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24293312S1,Valid
UCS-MR-X64G2RT-H,UCS-MR-X64G2RT-H 64GB DDR4-2933MHz RDIMM 2Rx4 (16Gb)/1.2v,memory,c480-m5-high-performance-specsheet.pdf,"{""capacity"": ""64GB"", ""speed"": ""2933"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,64D4ER24293312S1,Valid
UCS-MR-128G8RS-H,UCS-MR-128G8RS-H 128GB DDR4-2666-MHz TSV-RDIMM/PC4-21300/octal rank/x4/1.2v,memory,c480-m5-high-performance-specsheet.pdf,"{""capacity"": ""128GB"", ""speed"": ""2666"", ""ranks"": 8, ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,128D4ER84266612S1,Valid
UCS-MR-X16G1RS-H,UCS-MR-X16G1RS-H 16GB DDR4-2666-MHz RDIMM/PC4-21300/single rank/x4/1.2v,memory,c480-m5-high-performance-specsheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""2666"", ""ranks"": 1, ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14266612S1,Valid
UCS-MR-X16G1RSHM,UCS-MR-X16G1RSHM 16GB DDR4-2666-MHz RDIMM/single rank/x4/1.2v. Micron only ,memory,c480-m5-high-performance-specsheet.pdf,"{""capacity"": ""16GB"", ""speed"": ""2666"", ""ranks"": 1, ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,16D4ER14266612S1,Valid
UCS-MR-X32G2RS-H,UCS-MR-X32G2RS-H 32GB DDR4-2666-MHz RDIMM/PC4-21300/dual rank/x4/1.2v,memory,c480-m5-high-performance-specsheet.pdf,"{""capacity"": ""32GB"", ""speed"": ""2666"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24266612S1,Valid
UCS-MR-X32G2RSHM,UCS-MR-X32G2RSHM 32GB DDR4-2666-MHz RDIMM/dual rank/x4/1.2v. Micron only,memory,c480-m5-high-performance-specsheet.pdf,"{""capacity"": ""32GB"", ""speed"": ""2666"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24266612S1,Valid
UCS-MR-X32G2RSHS,UCS-MR-X32G2RSHS 32GB DDR4-2666-MHz RDIMM/dual rank/x4/1.2v. Samsung only ,memory,c480-m5-high-performance-specsheet.pdf,"{""capacity"": ""32GB"", ""speed"": ""2666"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24266612S1,Valid
UCS-MR-1X041RY-A,UCS-MR-1X041RY-A 4GB DDR3-1600-MHz RDIMM/PC 3-12800/1R/dual voltage 1.35/1.5 V 1 ,memory,c200m2_lff_specsheet.pdf,"{""capacity"": ""4GB"", ""speed"": ""1600"", ""ranks"": ""1"", ""rank_width"": ""2"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,4D3ER12160015S1,Valid
UCS-MR-1X082RY-A,UCS-MR-1X082RY-A 8GB DDR3-1600-MHz RDIMM/PC3-12800/2R/x4/dual voltage 1.35/1.5 V 2 ,memory,c200m2_lff_specsheet.pdf,"{""capacity"": ""8GB"", ""speed"": ""1600"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,8D3ER24160015S1,Valid
UCS-MR-1X162RZ-A,UCS-MR-1X162RZ-A 128 GB memory: 8 x 16 GB DDR3-1866-MHz RDIMM/PC3-14900/dual rank/x4/1.5v ,memory,c3160-spec-sheet.pdf,"{""capacity"": ""128GB"", ""speed"": ""1866"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,128D3ER24186615S1,Valid
UCS-MR-1X162RZ-A,UCS-MR-1X162RZ-A 256 GB memory: 16 x 16GB DDR3-1866-MHz RDIMM/PC3-14900/dual rank/x4/1.5v ,memory,c3160-spec-sheet.pdf,"{""capacity"": ""256GB"", ""speed"": ""1866"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""6""}",is_encoded,256D3ER24186615S6,Valid
UCS-MR-1X162RZ-A,UCS-MR-1X162RZ-A 256 GB memory: 16 x 16GB DDR3-1866-MHz RDIMM/PC3-14900/dual rank/x4/1.5v ,memory,c3160-spec-sheet.pdf,"{""capacity"": ""256GB"", ""speed"": ""1866"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""6""}",is_encoded,256D3ER24186615S6,Valid
UCS-MR-1X162RZ-A,UCS-MR-1X162RZ-A 256 GB memory: 16 x 16GB DDR3-1866-MHz RDIMM/PC3-14900/dual rank/x4/1.5v ,memory,c3160-spec-sheet.pdf,"{""capacity"": ""256GB"", ""speed"": ""1866"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""6""}",is_encoded,256D3ER24186615S6,Valid
UCS-MR-1X162RZ-A,UCS-MR-1X162RZ-A 128 GB memory: 8 x 16 GB DDR3-1866-MHz RDIMM/PC3-14900/dual rank/x4/1.5v ,memory,c3160-spec-sheet.pdf,"{""capacity"": ""128GB"", ""speed"": ""1866"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,128D3ER24186615S1,Valid
UCS-MR-1X162RZ-A,UCS-MR-1X162RZ-A 256 GB memory: 16 x 16 GB DDR3-1866-MHz RDIMM/PC3-14900/dual rank/x4/1.5v ,memory,c3160-spec-sheet.pdf,"{""capacity"": ""256GB"", ""speed"": ""1866"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,256D3ER24186615S1,Valid
UCS-MR-1X162RZ-A,UCS-MR-1X162RZ-A 256 GB memory: 16 x 16 GB DDR3-1866-MHz RDIMM/PC3-14900/dual rank/x4/1.5v ,memory,c3160-spec-sheet.pdf,"{""capacity"": ""256GB"", ""speed"": ""1866"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR3"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.5V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,256D3ER24186615S1,Valid
UCS-MR-X64G2RW1,UCS-MR-X64G2RW1 64 GB DDR4-3200MHz RDIMM 2Rx4 (16Gb) 1.2 V 2 ,memory,s3260-specsheet.pdf,"{""capacity"": ""64GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,64D4ER24320012S1,Valid
UCS-MR-X32G2RW1,UCS-MR-X32G2RW1 32 GB DDR4-3200MHz RDIMM 2Rx4 (8Gb) 1.2 V 2 ,memory,s3260-specsheet.pdf,"{""capacity"": ""32GB"", ""speed"": ""3200"", ""ranks"": ""2"", ""rank_width"": ""4"", ""memory_type"": ""DDR4"", ""dimm_type"": ""RDIMM"", ""ecc"": ""ECC"", ""voltage"": ""1.2V"", ""height"": ""STD"", ""qty"": ""1""}",is_encoded,32D4ER24320012S1,Valid
